item_id,nome,categoria,preco,descricao,imagem_url,cat_idx
292,Puzzle Arte Fit,Livros e Papelaria,826.15,Puzzle Arte Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item292,6
293,Escova de Cabelo Raquete Pro,Beleza e Cuidados,372.99,Escova de Cabelo Raquete Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item293,1
294,Corda de Pular Smart,Esportes,144.52,Corda de Pular Smart da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item294,5
295,Livro de Ficção Smart,Livros e Papelaria,531.8,Livro de Ficção Smart da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item295,6
296,Tapete Geométrico Fit,Casa e Decoração,774.59,Tapete Geométrico Fit da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item296,3
297,Livro de Ficção Smart,Livros e Papelaria,231.5,Livro de Ficção Smart da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item297,6
298,Porta-Retrato Metal VerdeVida,Casa e Decoração,630.43,Porta-Retrato Metal VerdeVida da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item298,3
299,Café Especial Classic,Alimentos e Bebidas,103.64,Café Especial Classic da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item299,0
300,Puzzle Arte Smart,Livros e Papelaria,70.65,Puzzle Arte Smart da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item300,6
301,Quadro Fotografia Cool,Casa e Decoração,540.73,Quadro Fotografia Cool da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item301,3
302,Meia Esportiva Trend,Roupas,549.82,Meia Esportiva Trend da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item302,7
303,Mouse Sem Fio Pro,Eletrônicos,644.68,Mouse Sem Fio Pro da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item303,4
304,Puzzle Arte Nexus,Livros e Papelaria,731.57,Puzzle Arte Nexus da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item304,6
305,Azeite Extra Virgem Cool,Alimentos e Bebidas,976.34,Azeite Extra Virgem Cool da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item305,0
306,Perfume Cítrico Classic,Beleza e Cuidados,525.97,Perfume Cítrico Classic da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item306,1
307,Caderno Inteligente Classic,Livros e Papelaria,336.5,Caderno Inteligente Classic da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item307,6
308,Azeite Extra Virgem Top,Alimentos e Bebidas,799.28,Azeite Extra Virgem Top da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item308,0
309,Barra de Cereal Chocolate Cool,Alimentos e Bebidas,285.42,Barra de Cereal Chocolate Cool da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item309,0
310,Haltere 5kg VerdeVida,Esportes,450.19,Haltere 5kg VerdeVida da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item310,5
311,Condicionador Hidratante Cool,Beleza e Cuidados,96.89,Condicionador Hidratante Cool da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item311,1
312,Hidratante Facial Lumina,Beleza e Cuidados,44.84,Hidratante Facial Lumina da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item312,1
313,Caderno Inteligente Classic,Livros e Papelaria,963.4,Caderno Inteligente Classic da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item313,6
314,Caneta Esferográfica Fit,Livros e Papelaria,839.26,Caneta Esferográfica Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item314,6
315,Luva de Goleiro Fit,Esportes,702.05,Luva de Goleiro Fit da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item315,5
316,Quadro Fotografia Lumina,Casa e Decoração,420.77,Quadro Fotografia Lumina da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item316,3
317,Bola de Futebol Trend,Esportes,189.83,Bola de Futebol Trend da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item317,5
318,Shorts Jeans Classic,Roupas,173.31,Shorts Jeans Classic da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item318,7
319,Luva de Goleiro Nexus,Esportes,265.24,Luva de Goleiro Nexus da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item319,5
320,Azeite Extra Virgem Smart,Alimentos e Bebidas,558.24,Azeite Extra Virgem Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item320,0
321,Chá Verde Lumina,Alimentos e Bebidas,720.3,Chá Verde Lumina da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item321,0
322,Kite Mini Classic,Brinquedos,666.99,Kite Mini Classic da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item322,2
323,Webcam HD Classic,Eletrônicos,294.34,Webcam HD Classic da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item323,4
324,Boné Aba Reta Trend,Roupas,955.77,Boné Aba Reta Trend da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item324,7
325,Barra de Cereal Chocolate Classic,Alimentos e Bebidas,743.14,Barra de Cereal Chocolate Classic da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item325,0
326,Escova de Cabelo Raquete Lumina,Beleza e Cuidados,563.27,Escova de Cabelo Raquete Lumina da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item326,1
327,Raquete Tênis Fit,Esportes,619.49,Raquete Tênis Fit da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item327,5
328,Haltere 5kg Nexus,Esportes,431.21,Haltere 5kg Nexus da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item328,5
329,Marcador de Página Smart,Livros e Papelaria,262.78,Marcador de Página Smart da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item329,6
330,Mouse Sem Fio Nexus,Eletrônicos,368.85,Mouse Sem Fio Nexus da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item330,4
331,Escova de Cabelo Ventoinha Pro,Beleza e Cuidados,762.69,Escova de Cabelo Ventoinha Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item331,1
332,Raquete Tênis Nexus,Esportes,34.11,Raquete Tênis Nexus da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item332,5
333,Carregador Portátil Prime,Eletrônicos,133.75,Carregador Portátil Prime da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item333,4
334,Condicionador Hidratante Smart,Beleza e Cuidados,65.08,Condicionador Hidratante Smart da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item334,1
335,Kite Mini Cool,Brinquedos,59.91,Kite Mini Cool da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item335,2
336,Quebra-Cabeça 500 Peças Trend,Brinquedos,858.35,Quebra-Cabeça 500 Peças Trend da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item336,2
337,Cerveja Stout VerdeVida,Alimentos e Bebidas,709.58,Cerveja Stout VerdeVida da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item337,0
338,Corda de Pular Nexus,Esportes,484.69,Corda de Pular Nexus da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item338,5
339,Cerveja Stout Prime,Alimentos e Bebidas,115.88,Cerveja Stout Prime da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item339,0
340,Webcam HD Trend,Eletrônicos,501.78,Webcam HD Trend da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item340,4
341,Abajur Led Lumina,Casa e Decoração,484.0,Abajur Led Lumina da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item341,3
342,Cerveja Stout Classic,Alimentos e Bebidas,189.74,Cerveja Stout Classic da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item342,0
343,Perfume Cítrico Cool,Beleza e Cuidados,445.17,Perfume Cítrico Cool da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item343,1
344,Jaqueta Corta-Vento Cool,Roupas,410.53,Jaqueta Corta-Vento Cool da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item344,7
345,Barra de Cereal Chocolate Classic,Alimentos e Bebidas,623.53,Barra de Cereal Chocolate Classic da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item345,0
346,Jogo de Tabuleiro Cool,Brinquedos,642.39,Jogo de Tabuleiro Cool da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item346,2
347,Haltere 5kg Classic,Esportes,64.4,Haltere 5kg Classic da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item347,5
348,Escova de Cabelo Ventoinha Trend,Beleza e Cuidados,387.12,Escova de Cabelo Ventoinha Trend da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item348,1
349,Puzzle Arte Top,Livros e Papelaria,633.34,Puzzle Arte Top da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item349,6
350,Corda de Pular Fit,Esportes,513.07,Corda de Pular Fit da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item350,5
351,Escova de Cabelo Raquete Smart,Beleza e Cuidados,859.36,Escova de Cabelo Raquete Smart da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item351,1
352,Haltere 5kg Smart,Esportes,665.52,Haltere 5kg Smart da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item352,5
353,Meia Esportiva Classic,Roupas,179.68,Meia Esportiva Classic da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item353,7
354,Escova de Cabelo Ventoinha Lumina,Beleza e Cuidados,89.16,Escova de Cabelo Ventoinha Lumina da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item354,1
355,Blocos de Montar Veículos Nexus,Brinquedos,649.57,Blocos de Montar Veículos Nexus da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item355,2
356,Tapete Geométrico Cool,Casa e Decoração,45.98,Tapete Geométrico Cool da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item356,3
357,Barra de Cereal Chocolate Nexus,Alimentos e Bebidas,594.06,Barra de Cereal Chocolate Nexus da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item357,0
358,Shorts Jeans Classic,Roupas,941.43,Shorts Jeans Classic da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item358,7
359,Meia Esportiva Fit,Roupas,583.96,Meia Esportiva Fit da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item359,7
360,Barra de Cereal Chocolate Cool,Alimentos e Bebidas,400.41,Barra de Cereal Chocolate Cool da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item360,0
361,Boneco Articulado Prime,Brinquedos,650.42,Boneco Articulado Prime da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item361,2
362,Quadro Fotografia VerdeVida,Casa e Decoração,469.09,Quadro Fotografia VerdeVida da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item362,3
363,Jogo de Tabuleiro VerdeVida,Brinquedos,554.7,Jogo de Tabuleiro VerdeVida da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item363,2
364,Escova de Cabelo Ventoinha Cool,Beleza e Cuidados,942.64,Escova de Cabelo Ventoinha Cool da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item364,1
365,Caneta Esferográfica Fit,Livros e Papelaria,398.38,Caneta Esferográfica Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item365,6
366,Carregador Portátil Pro,Eletrônicos,961.97,Carregador Portátil Pro da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item366,4
367,Cerveja Stout Nexus,Alimentos e Bebidas,907.24,Cerveja Stout Nexus da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item367,0
368,Corda de Pular Fit,Esportes,211.88,Corda de Pular Fit da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item368,5
369,Carregador Portátil Smart,Eletrônicos,87.97,Carregador Portátil Smart da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item369,4
370,Hidratante Facial Pro,Beleza e Cuidados,118.76,Hidratante Facial Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item370,1
371,Caneta Esferográfica Nexus,Livros e Papelaria,37.86,Caneta Esferográfica Nexus da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item371,6
372,Hidratante Facial Trend,Beleza e Cuidados,112.55,Hidratante Facial Trend da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item372,1
373,Kite Mini Nexus,Brinquedos,689.35,Kite Mini Nexus da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item373,2
374,Abajur Led Smart,Casa e Decoração,89.76,Abajur Led Smart da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item374,3
375,Jogo de Tabuleiro Top,Brinquedos,332.6,Jogo de Tabuleiro Top da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item375,2
376,Carregador Portátil Cool,Eletrônicos,847.98,Carregador Portátil Cool da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item376,4
377,Raquete Tênis Prime,Esportes,42.81,Raquete Tênis Prime da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item377,5
378,Camiseta Polo Cool,Roupas,818.18,Camiseta Polo Cool da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item378,7
379,Puzzle Arte Pro,Livros e Papelaria,296.22,Puzzle Arte Pro da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item379,6
380,Tapete Geométrico Prime,Casa e Decoração,135.8,Tapete Geométrico Prime da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item380,3
381,Luva de Goleiro Fit,Esportes,702.8,Luva de Goleiro Fit da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item381,5
382,Corda de Pular Prime,Esportes,636.36,Corda de Pular Prime da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item382,5
383,Raquete Tênis Classic,Esportes,879.92,Raquete Tênis Classic da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item383,5
384,Haltere 5kg Smart,Esportes,740.37,Haltere 5kg Smart da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item384,5
385,Blocos de Montar Veículos Classic,Brinquedos,807.41,Blocos de Montar Veículos Classic da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item385,2
386,Caderno Inteligente Fit,Livros e Papelaria,296.39,Caderno Inteligente Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item386,6
387,Teclado Mecânico VerdeVida,Eletrônicos,193.89,Teclado Mecânico VerdeVida da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item387,4
388,Kite Mini Trend,Brinquedos,755.6,Kite Mini Trend da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item388,2
389,Escova de Cabelo Ventoinha Pro,Beleza e Cuidados,810.7,Escova de Cabelo Ventoinha Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item389,1
390,Puzzle Arte Nexus,Livros e Papelaria,990.7,Puzzle Arte Nexus da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item390,6
391,Tapete Geométrico Smart,Casa e Decoração,424.37,Tapete Geométrico Smart da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item391,3
392,Shorts Jeans Top,Roupas,384.58,Shorts Jeans Top da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item392,7
393,Chá Verde Top,Alimentos e Bebidas,780.88,Chá Verde Top da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item393,0
394,Webcam HD Top,Eletrônicos,353.99,Webcam HD Top da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item394,4
395,Quadro Fotografia Fit,Casa e Decoração,932.14,Quadro Fotografia Fit da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item395,3
396,Chá Verde Smart,Alimentos e Bebidas,861.24,Chá Verde Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item396,0
397,Escova de Cabelo Ventoinha Prime,Beleza e Cuidados,440.41,Escova de Cabelo Ventoinha Prime da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item397,1
398,Escova de Cabelo Ventoinha Pro,Beleza e Cuidados,755.85,Escova de Cabelo Ventoinha Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item398,1
399,Boné Aba Reta Smart,Roupas,759.45,Boné Aba Reta Smart da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item399,7
400,Blocos de Montar Veículos Lumina,Brinquedos,121.06,Blocos de Montar Veículos Lumina da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item400,2
401,Kite Mini Prime,Brinquedos,904.5,Kite Mini Prime da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item401,2
402,Condicionador Hidratante Prime,Beleza e Cuidados,515.15,Condicionador Hidratante Prime da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item402,1
403,Corda de Pular Pro,Esportes,829.93,Corda de Pular Pro da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item403,5
404,Carregador Portátil Classic,Eletrônicos,333.65,Carregador Portátil Classic da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item404,4
405,Jogo de Tabuleiro Lumina,Brinquedos,897.61,Jogo de Tabuleiro Lumina da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item405,2
406,Carregador Portátil VerdeVida,Eletrônicos,401.42,Carregador Portátil VerdeVida da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item406,4
407,Tapete Geométrico Smart,Casa e Decoração,30.62,Tapete Geométrico Smart da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item407,3
408,Perfume Cítrico Nexus,Beleza e Cuidados,907.27,Perfume Cítrico Nexus da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item408,1
409,Camiseta Polo Classic,Roupas,109.46,Camiseta Polo Classic da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item409,7
410,Luva de Goleiro Nexus,Esportes,332.93,Luva de Goleiro Nexus da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item410,5
411,Carregador Portátil Classic,Eletrônicos,951.06,Carregador Portátil Classic da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item411,4
412,Fone de Ouvido Sem Fio Fit,Eletrônicos,951.6,Fone de Ouvido Sem Fio Fit da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item412,4
413,Barra de Cereal Chocolate Prime,Alimentos e Bebidas,581.97,Barra de Cereal Chocolate Prime da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item413,0
414,Hidratante Facial Nexus,Beleza e Cuidados,639.2,Hidratante Facial Nexus da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item414,1
415,Boneco Articulado Lumina,Brinquedos,459.48,Boneco Articulado Lumina da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item415,2
416,Perfume Cítrico VerdeVida,Beleza e Cuidados,307.35,Perfume Cítrico VerdeVida da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item416,1
417,Raquete Tênis Pro,Esportes,342.09,Raquete Tênis Pro da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item417,5
418,Abajur Led Classic,Casa e Decoração,679.07,Abajur Led Classic da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item418,3
419,Abajur Led Fit,Casa e Decoração,757.33,Abajur Led Fit da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item419,3
420,Livro de Ficção Trend,Livros e Papelaria,795.75,Livro de Ficção Trend da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item420,6
421,Teclado Mecânico Trend,Eletrônicos,793.83,Teclado Mecânico Trend da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item421,4
422,Quebra-Cabeça 500 Peças Fit,Brinquedos,109.38,Quebra-Cabeça 500 Peças Fit da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item422,2
423,Azeite Extra Virgem Pro,Alimentos e Bebidas,504.53,Azeite Extra Virgem Pro da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item423,0
424,Fone de Ouvido Sem Fio Pro,Eletrônicos,76.41,Fone de Ouvido Sem Fio Pro da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item424,4
425,Raquete Tênis Fit,Esportes,558.54,Raquete Tênis Fit da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item425,5
426,Chá Verde Smart,Alimentos e Bebidas,452.7,Chá Verde Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item426,0
427,Kite Mini Trend,Brinquedos,889.95,Kite Mini Trend da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item427,2
428,Boneco Articulado Smart,Brinquedos,363.9,Boneco Articulado Smart da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item428,2
429,Hidratante Facial Cool,Beleza e Cuidados,134.73,Hidratante Facial Cool da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item429,1
430,Kite Mini Lumina,Brinquedos,160.13,Kite Mini Lumina da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item430,2
431,Quadro Fotografia Nexus,Casa e Decoração,766.28,Quadro Fotografia Nexus da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item431,3
432,Caderno Inteligente Pro,Livros e Papelaria,625.85,Caderno Inteligente Pro da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item432,6
433,Jogo de Tabuleiro Fit,Brinquedos,119.1,Jogo de Tabuleiro Fit da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item433,2
434,Teclado Mecânico Lumina,Eletrônicos,102.42,Teclado Mecânico Lumina da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item434,4
435,Abajur Led VerdeVida,Casa e Decoração,706.95,Abajur Led VerdeVida da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item435,3
436,Meia Esportiva Nexus,Roupas,91.31,Meia Esportiva Nexus da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item436,7
437,Condicionador Hidratante Prime,Beleza e Cuidados,825.42,Condicionador Hidratante Prime da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item437,1
